Round,Result,Running_Money,Debug
2399,Push,890,"Result: Push, Money: $890"
2400,Win,891,"Result: Win, Money: $891"
2401,Push,891,"Result: Push, Money: $891"
2402,Loss,890,"Result: Loss, Money: $890"
2403,Win,891,"Result: Win, Money: $891"
2404,Win,892,"Result: Win, Money: $892"
2405,Win,893,"Result: Win, Money: $893"
2406,Loss,892,"Result: Loss, Money: $892"
2407,Loss,891,"Result: Loss, Money: $891"
2408,Push,891,"Result: Push, Money: $891"
2409,Loss,889,"Result: Loss, Money: $889"
2410,Win,890,"Result: Win, Money: $890"
2411,Push,890,"Result: Push, Money: $890"
2412,Loss,888,"Result: Loss, Money: $888"
2413,Win,889,"Result: Win, Money: $889"
2414,Loss,888,"Result: Loss, Money: $888"
2415,Win,889,"Result: Win, Money: $889"
2416,Loss,888,"Result: Loss, Money: $888"
2417,Loss,887,"Result: Loss, Money: $887"
2418,Loss,886,"Result: Loss, Money: $886"
2419,Push,886,"Result: Push, Money: $886"
2420,Win,888,"Result: Win, Money: $888"
2421,Win,889,"Result: Win, Money: $889"
2422,Win,890,"Result: Win, Money: $890"
2423,Loss,889,"Result: Loss, Money: $889"
2424,Win,890,"Result: Win, Money: $890"
2425,Loss,889,"Result: Loss, Money: $889"
2426,Win,890,"Result: Win, Money: $890"
2427,Win,891,"Result: Win, Money: $891"
2428,Win,893,"Result: Win, Money: $893"
2429,Win,894,"Result: Win, Money: $894"
2430,Push,894,"Result: Push, Money: $894"
2431,Loss,893,"Result: Loss, Money: $893"
2432,Loss,891,"Result: Loss, Money: $891"
2433,Loss,890,"Result: Loss, Money: $890"
2434,Win,891,"Result: Win, Money: $891"
2435,Loss,890,"Result: Loss, Money: $890"
2436,Win,891,"Result: Win, Money: $891"
2437,Loss,890,"Result: Loss, Money: $890"
2438,Loss,889,"Result: Loss, Money: $889"
2439,Win,891,"Result: Win, Money: $891"
2440,Win,892,"Result: Win, Money: $892"
2441,Loss,891,"Result: Loss, Money: $891"
2442,Loss,890,"Result: Loss, Money: $890"
2443,Win,891,"Result: Win, Money: $891"
2444,Win,892,"Result: Win, Money: $892"
2445,Loss,891,"Result: Loss, Money: $891"
2446,Win,892,"Result: Win, Money: $892"
2447,Loss,891,"Result: Loss, Money: $891"
2448,Loss,890,"Result: Loss, Money: $890"
2449,Loss,889,"Result: Loss, Money: $889"
2450,Win,890,"Result: Win, Money: $890"
2451,Loss,889,"Result: Loss, Money: $889"
2452,Loss,888,"Result: Loss, Money: $888"
2453,Loss,887,"Result: Loss, Money: $887"
2454,Win,888,"Result: Win, Money: $888"
2455,Push,888,"Result: Push, Money: $888"
2456,Win,889,"Result: Win, Money: $889"
2457,Win,890,"Result: Win, Money: $890"
2458,Loss,889,"Result: Loss, Money: $889"
2459,Win,890,"Result: Win, Money: $890"
2460,Push,890,"Result: Push, Money: $890"
2461,Win,891,"Result: Win, Money: $891"
2462,Win,892,"Result: Win, Money: $892"
2463,Loss,891,"Result: Loss, Money: $891"
2464,Win,892,"Result: Win, Money: $892"
2465,Loss,891,"Result: Loss, Money: $891"
2466,Win,892,"Result: Win, Money: $892"
2467,Loss,891,"Result: Loss, Money: $891"
2468,Loss,890,"Result: Loss, Money: $890"
2469,Loss,889,"Result: Loss, Money: $889"
2470,Win,890,"Result: Win, Money: $890"
2471,Win,892,"Result: Win, Money: $892"
2472,Loss,891,"Result: Loss, Money: $891"
2473,Win,892,"Result: Win, Money: $892"
2474,Push,892,"Result: Push, Money: $892"
2475,Win,893,"Result: Win, Money: $893"
2476,Loss,892,"Result: Loss, Money: $892"
2477,Loss,890,"Result: Loss, Money: $890"
2478,Win,891,"Result: Win, Money: $891"
2479,Loss,890,"Result: Loss, Money: $890"
2480,Win,891,"Result: Win, Money: $891"
2481,Win,892,"Result: Win, Money: $892"
2482,Win,893,"Result: Win, Money: $893"
2483,Win,894,"Result: Win, Money: $894"
2484,Win,895,"Result: Win, Money: $895"
2485,Loss,894,"Result: Loss, Money: $894"
2486,Win,895,"Result: Win, Money: $895"
2487,Win,896,"Result: Win, Money: $896"
2488,Win,897,"Result: Win, Money: $897"
2489,Win,898,"Result: Win, Money: $898"
2490,Win,899,"Result: Win, Money: $899"
2491,Loss,897,"Result: Loss, Money: $897"
2492,Win,898,"Result: Win, Money: $898"
2493,Loss,897,"Result: Loss, Money: $897"
2494,Loss,895,"Result: Loss, Money: $895"
2495,Loss,893,"Result: Loss, Money: $893"
2496,Loss,892,"Result: Loss, Money: $892"
2497,Loss,891,"Result: Loss, Money: $891"
2498,Win,892,"Result: Win, Money: $892"
2499,Push,892,"Result: Push, Money: $892"
2500,Loss,891,"Result: Loss, Money: $891"
2501,Loss,890,"Result: Loss, Money: $890"
2502,Loss,889,"Result: Loss, Money: $889"
2503,Loss,888,"Result: Loss, Money: $888"
2504,Win,889,"Result: Win, Money: $889"
2505,Push,889,"Result: Push, Money: $889"
2506,Loss,888,"Result: Loss, Money: $888"
2507,Push,888,"Result: Push, Money: $888"
2508,Loss,887,"Result: Loss, Money: $887"
2509,Loss,886,"Result: Loss, Money: $886"
2510,Win,887,"Result: Win, Money: $887"
2511,Win,888,"Result: Win, Money: $888"
2512,Loss,886,"Result: Loss, Money: $886"
2513,Win,887,"Result: Win, Money: $887"
2514,Win,888,"Result: Win, Money: $888"
2515,Loss,887,"Result: Loss, Money: $887"
2516,Loss,886,"Result: Loss, Money: $886"
2517,Win,887,"Result: Win, Money: $887"
2518,Loss,885,"Result: Loss, Money: $885"
2519,Push,885,"Result: Push, Money: $885"
2520,Win,886,"Result: Win, Money: $886"
2521,Loss,885,"Result: Loss, Money: $885"
2522,Win,886,"Result: Win, Money: $886"
2523,Win,887,"Result: Win, Money: $887"
2524,Loss,886,"Result: Loss, Money: $886"
2525,Win,887,"Result: Win, Money: $887"
2526,Loss,885,"Result: Loss, Money: $885"
2527,Loss,884,"Result: Loss, Money: $884"
2528,Win,885,"Result: Win, Money: $885"
2529,Win,886,"Result: Win, Money: $886"
2530,Win,887,"Result: Win, Money: $887"
2531,Win,888,"Result: Win, Money: $888"
2532,Loss,887,"Result: Loss, Money: $887"
2533,Win,888,"Result: Win, Money: $888"
2534,Push,888,"Result: Push, Money: $888"
2535,Loss,887,"Result: Loss, Money: $887"
2536,Loss,886,"Result: Loss, Money: $886"
2537,Win,887,"Result: Win, Money: $887"
2538,Loss,886,"Result: Loss, Money: $886"
2539,Push,886,"Result: Push, Money: $886"
2540,Win,887,"Result: Win, Money: $887"
2541,Push,887,"Result: Push, Money: $887"
2542,Loss,886,"Result: Loss, Money: $886"
2543,Win,887,"Result: Win, Money: $887"
2544,Win,888,"Result: Win, Money: $888"
2545,Win,890,"Result: Win, Money: $890"
2546,Loss,889,"Result: Loss, Money: $889"
2547,Win,890,"Result: Win, Money: $890"
2548,Win,891,"Result: Win, Money: $891"
2549,Loss,890,"Result: Loss, Money: $890"
2550,Push,890,"Result: Push, Money: $890"
2551,Win,891,"Result: Win, Money: $891"
2552,Loss,889,"Result: Loss, Money: $889"
2553,Win,891,"Result: Win, Money: $891"
2554,Loss,890,"Result: Loss, Money: $890"
2555,Win,891,"Result: Win, Money: $891"
2556,Win,892,"Result: Win, Money: $892"
2557,Win,893,"Result: Win, Money: $893"
2558,Win,894,"Result: Win, Money: $894"
2559,Loss,893,"Result: Loss, Money: $893"
2560,Loss,892,"Result: Loss, Money: $892"
2561,Loss,891,"Result: Loss, Money: $891"
2562,Win,892,"Result: Win, Money: $892"
2563,Loss,891,"Result: Loss, Money: $891"
2564,Loss,890,"Result: Loss, Money: $890"
2565,Loss,889,"Result: Loss, Money: $889"
2566,Push,889,"Result: Push, Money: $889"
2567,Loss,888,"Result: Loss, Money: $888"
2568,Loss,887,"Result: Loss, Money: $887"
2569,Loss,886,"Result: Loss, Money: $886"
2570,Loss,885,"Result: Loss, Money: $885"
2571,Push,885,"Result: Push, Money: $885"
2572,Loss,884,"Result: Loss, Money: $884"
2573,Loss,883,"Result: Loss, Money: $883"
2574,Loss,882,"Result: Loss, Money: $882"
2575,Loss,881,"Result: Loss, Money: $881"
2576,Loss,880,"Result: Loss, Money: $880"
2577,Win,881,"Result: Win, Money: $881"
2578,Loss,879,"Result: Loss, Money: $879"
2579,Win,880,"Result: Win, Money: $880"
2580,Win,881,"Result: Win, Money: $881"
2581,Win,882,"Result: Win, Money: $882"
2582,Push,882,"Result: Push, Money: $882"
2583,Win,883,"Result: Win, Money: $883"
2584,Loss,882,"Result: Loss, Money: $882"
2585,Loss,881,"Result: Loss, Money: $881"
2586,Loss,880,"Result: Loss, Money: $880"
2587,Loss,879,"Result: Loss, Money: $879"
2588,Loss,878,"Result: Loss, Money: $878"
2589,Push,878,"Result: Push, Money: $878"
2590,Win,879,"Result: Win, Money: $879"
2591,Loss,878,"Result: Loss, Money: $878"
2592,Loss,877,"Result: Loss, Money: $877"
2593,Win,878,"Result: Win, Money: $878"
2594,Loss,876,"Result: Loss, Money: $876"
2595,Loss,875,"Result: Loss, Money: $875"
2596,Loss,874,"Result: Loss, Money: $874"
2597,Win,875,"Result: Win, Money: $875"
2598,Loss,874,"Result: Loss, Money: $874"
2599,Win,875,"Result: Win, Money: $875"
2600,Win,876,"Result: Win, Money: $876"
2601,Loss,875,"Result: Loss, Money: $875"
2602,Win,876,"Result: Win, Money: $876"
2603,Win,877,"Result: Win, Money: $877"
2604,Win,878,"Result: Win, Money: $878"
2605,Loss,877,"Result: Loss, Money: $877"
2606,Loss,876,"Result: Loss, Money: $876"
2607,Win,877,"Result: Win, Money: $877"
2608,Push,877,"Result: Push, Money: $877"
2609,Loss,876,"Result: Loss, Money: $876"
2610,Win,878,"Result: Win, Money: $878"
2611,Win,879,"Result: Win, Money: $879"
2612,Loss,878,"Result: Loss, Money: $878"
2613,Win,879,"Result: Win, Money: $879"
2614,Win,880,"Result: Win, Money: $880"
2615,Loss,879,"Result: Loss, Money: $879"
2616,Win,880,"Result: Win, Money: $880"
2617,Win,881,"Result: Win, Money: $881"
2618,Win,882,"Result: Win, Money: $882"
2619,Loss,881,"Result: Loss, Money: $881"
2620,Win,882,"Result: Win, Money: $882"
2621,Loss,881,"Result: Loss, Money: $881"
2622,Win,882,"Result: Win, Money: $882"
2623,Loss,881,"Result: Loss, Money: $881"
2624,Push,881,"Result: Push, Money: $881"
2625,Win,882,"Result: Win, Money: $882"
2626,Win,883,"Result: Win, Money: $883"
2627,Win,884,"Result: Win, Money: $884"
2628,Win,886,"Result: Win, Money: $886"
2629,Loss,885,"Result: Loss, Money: $885"
2630,Loss,884,"Result: Loss, Money: $884"
2631,Loss,883,"Result: Loss, Money: $883"
2632,Win,885,"Result: Win, Money: $885"
2633,Loss,884,"Result: Loss, Money: $884"
2634,Win,885,"Result: Win, Money: $885"
2635,Win,886,"Result: Win, Money: $886"
2636,Loss,885,"Result: Loss, Money: $885"
2637,Loss,884,"Result: Loss, Money: $884"
2638,Loss,883,"Result: Loss, Money: $883"
2639,Push,883,"Result: Push, Money: $883"
2640,Win,884,"Result: Win, Money: $884"
2641,Loss,882,"Result: Loss, Money: $882"
2642,Loss,881,"Result: Loss, Money: $881"
2643,Win,882,"Result: Win, Money: $882"
2644,Loss,881,"Result: Loss, Money: $881"
2645,Win,882,"Result: Win, Money: $882"
2646,Loss,881,"Result: Loss, Money: $881"
2647,Loss,880,"Result: Loss, Money: $880"
2648,Win,881,"Result: Win, Money: $881"
2649,Loss,880,"Result: Loss, Money: $880"
2650,Win,881,"Result: Win, Money: $881"
2651,Win,882,"Result: Win, Money: $882"
2652,Loss,881,"Result: Loss, Money: $881"
2653,Win,882,"Result: Win, Money: $882"
2654,Win,883,"Result: Win, Money: $883"
2655,Loss,882,"Result: Loss, Money: $882"
2656,Loss,881,"Result: Loss, Money: $881"
2657,Loss,880,"Result: Loss, Money: $880"
2658,Loss,879,"Result: Loss, Money: $879"
2659,Push,879,"Result: Push, Money: $879"
2660,Push,879,"Result: Push, Money: $879"
2661,Win,881,"Result: Win, Money: $881"
2662,Win,882,"Result: Win, Money: $882"
2663,Loss,881,"Result: Loss, Money: $881"
2664,Loss,880,"Result: Loss, Money: $880"
2665,Loss,879,"Result: Loss, Money: $879"
2666,Win,881,"Result: Win, Money: $881"
2667,Win,882,"Result: Win, Money: $882"
2668,Win,883,"Result: Win, Money: $883"
2669,Win,884,"Result: Win, Money: $884"
2670,Loss,883,"Result: Loss, Money: $883"
2671,Loss,882,"Result: Loss, Money: $882"
2672,Loss,881,"Result: Loss, Money: $881"
2673,Loss,880,"Result: Loss, Money: $880"
2674,Push,880,"Result: Push, Money: $880"
2675,Loss,879,"Result: Loss, Money: $879"
2676,Loss,878,"Result: Loss, Money: $878"
2677,Loss,876,"Result: Loss, Money: $876"
2678,Win,877,"Result: Win, Money: $877"
2679,Loss,876,"Result: Loss, Money: $876"
2680,Loss,875,"Result: Loss, Money: $875"
2681,Loss,874,"Result: Loss, Money: $874"
2682,Loss,873,"Result: Loss, Money: $873"
2683,Loss,872,"Result: Loss, Money: $872"
2684,Loss,871,"Result: Loss, Money: $871"
2685,Win,872,"Result: Win, Money: $872"
2686,Loss,870,"Result: Loss, Money: $870"
2687,Win,871,"Result: Win, Money: $871"
2688,Loss,870,"Result: Loss, Money: $870"
2689,Loss,869,"Result: Loss, Money: $869"
2690,Loss,868,"Result: Loss, Money: $868"
2691,Win,869,"Result: Win, Money: $869"
2692,Loss,868,"Result: Loss, Money: $868"
2693,Loss,867,"Result: Loss, Money: $867"
2694,Loss,866,"Result: Loss, Money: $866"
2695,Loss,865,"Result: Loss, Money: $865"
2696,Loss,864,"Result: Loss, Money: $864"
2697,Win,865,"Result: Win, Money: $865"
2698,Win,867,"Result: Win, Money: $867"
2699,Loss,866,"Result: Loss, Money: $866"
2700,Loss,865,"Result: Loss, Money: $865"
2701,Win,866,"Result: Win, Money: $866"
2702,Win,867,"Result: Win, Money: $867"
2703,Win,869,"Result: Win, Money: $869"
2704,Win,870,"Result: Win, Money: $870"
2705,Loss,869,"Result: Loss, Money: $869"
2706,Loss,868,"Result: Loss, Money: $868"
2707,Loss,867,"Result: Loss, Money: $867"
2708,Win,868,"Result: Win, Money: $868"
2709,Loss,867,"Result: Loss, Money: $867"
2710,Loss,865,"Result: Loss, Money: $865"
2711,Win,866,"Result: Win, Money: $866"
2712,Loss,865,"Result: Loss, Money: $865"
2713,Loss,864,"Result: Loss, Money: $864"
2714,Loss,863,"Result: Loss, Money: $863"
2715,Loss,862,"Result: Loss, Money: $862"
2716,Push,862,"Result: Push, Money: $862"
2717,Loss,861,"Result: Loss, Money: $861"
2718,Loss,860,"Result: Loss, Money: $860"
2719,Win,861,"Result: Win, Money: $861"
2720,Win,863,"Result: Win, Money: $863"
2721,Win,864,"Result: Win, Money: $864"
2722,Loss,863,"Result: Loss, Money: $863"
2723,Win,864,"Result: Win, Money: $864"
2724,Loss,863,"Result: Loss, Money: $863"
2725,Win,864,"Result: Win, Money: $864"
2726,Loss,863,"Result: Loss, Money: $863"
2727,Loss,862,"Result: Loss, Money: $862"
2728,Loss,861,"Result: Loss, Money: $861"
2729,Loss,860,"Result: Loss, Money: $860"
2730,Loss,859,"Result: Loss, Money: $859"
2731,Loss,858,"Result: Loss, Money: $858"
2732,Loss,857,"Result: Loss, Money: $857"
2733,Win,858,"Result: Win, Money: $858"
2734,Loss,857,"Result: Loss, Money: $857"
2735,Win,858,"Result: Win, Money: $858"
2736,Loss,857,"Result: Loss, Money: $857"
2737,Loss,856,"Result: Loss, Money: $856"
2738,Loss,855,"Result: Loss, Money: $855"
2739,Push,855,"Result: Push, Money: $855"
2740,Loss,854,"Result: Loss, Money: $854"
2741,Win,855,"Result: Win, Money: $855"
2742,Win,856,"Result: Win, Money: $856"
2743,Win,857,"Result: Win, Money: $857"
2744,Loss,856,"Result: Loss, Money: $856"
2745,Win,857,"Result: Win, Money: $857"
2746,Win,858,"Result: Win, Money: $858"
2747,Loss,856,"Result: Loss, Money: $856"
2748,Loss,855,"Result: Loss, Money: $855"
2749,Push,855,"Result: Push, Money: $855"
2750,Win,856,"Result: Win, Money: $856"
2751,Loss,855,"Result: Loss, Money: $855"
2752,Loss,854,"Result: Loss, Money: $854"
2753,Win,856,"Result: Win, Money: $856"
2754,Loss,855,"Result: Loss, Money: $855"
2755,Win,856,"Result: Win, Money: $856"
2756,Loss,855,"Result: Loss, Money: $855"
2757,Loss,854,"Result: Loss, Money: $854"
2758,Win,855,"Result: Win, Money: $855"
2759,Win,856,"Result: Win, Money: $856"
2760,Push,856,"Result: Push, Money: $856"
2761,Loss,855,"Result: Loss, Money: $855"
2762,Win,856,"Result: Win, Money: $856"
2763,Win,857,"Result: Win, Money: $857"
2764,Loss,856,"Result: Loss, Money: $856"
2765,Loss,855,"Result: Loss, Money: $855"
2766,Loss,854,"Result: Loss, Money: $854"
2767,Loss,853,"Result: Loss, Money: $853"
2768,Win,854,"Result: Win, Money: $854"
2769,Push,854,"Result: Push, Money: $854"
2770,Win,855,"Result: Win, Money: $855"
2771,Loss,854,"Result: Loss, Money: $854"
2772,Win,855,"Result: Win, Money: $855"
2773,Win,856,"Result: Win, Money: $856"
2774,Loss,854,"Result: Loss, Money: $854"
2775,Win,855,"Result: Win, Money: $855"
2776,Loss,854,"Result: Loss, Money: $854"
2777,Win,855,"Result: Win, Money: $855"
2778,Win,857,"Result: Win, Money: $857"
2779,Push,857,"Result: Push, Money: $857"
2780,Win,858,"Result: Win, Money: $858"
2781,Win,859,"Result: Win, Money: $859"
2782,Win,860,"Result: Win, Money: $860"
2783,Loss,859,"Result: Loss, Money: $859"
2784,Loss,858,"Result: Loss, Money: $858"
2785,Win,859,"Result: Win, Money: $859"
2786,Win,861,"Result: Win, Money: $861"
2787,Win,862,"Result: Win, Money: $862"
2788,Loss,861,"Result: Loss, Money: $861"
2789,Loss,860,"Result: Loss, Money: $860"
2790,Win,862,"Result: Win, Money: $862"
2791,Loss,861,"Result: Loss, Money: $861"
2792,Loss,860,"Result: Loss, Money: $860"
2793,Loss,859,"Result: Loss, Money: $859"
2794,Win,861,"Result: Win, Money: $861"
2795,Loss,860,"Result: Loss, Money: $860"
2796,Win,861,"Result: Win, Money: $861"
2797,Win,862,"Result: Win, Money: $862"
2798,Win,864,"Result: Win, Money: $864"
2799,Win,866,"Result: Win, Money: $866"
2800,Loss,865,"Result: Loss, Money: $865"
2801,Push,865,"Result: Push, Money: $865"
2802,Loss,864,"Result: Loss, Money: $864"
2803,Loss,863,"Result: Loss, Money: $863"
2804,Loss,862,"Result: Loss, Money: $862"
2805,Loss,860,"Result: Loss, Money: $860"
2806,Loss,859,"Result: Loss, Money: $859"
2807,Loss,858,"Result: Loss, Money: $858"
2808,Push,858,"Result: Push, Money: $858"
2809,Win,859,"Result: Win, Money: $859"
2810,Win,860,"Result: Win, Money: $860"
2811,Win,861,"Result: Win, Money: $861"
2812,Loss,860,"Result: Loss, Money: $860"
2813,Loss,859,"Result: Loss, Money: $859"
2814,Win,861,"Result: Win, Money: $861"
2815,Loss,860,"Result: Loss, Money: $860"
2816,Win,861,"Result: Win, Money: $861"
2817,Win,862,"Result: Win, Money: $862"
2818,Win,864,"Result: Win, Money: $864"
2819,Win,865,"Result: Win, Money: $865"
2820,Win,866,"Result: Win, Money: $866"
2821,Win,867,"Result: Win, Money: $867"
2822,Push,867,"Result: Push, Money: $867"
2823,Loss,866,"Result: Loss, Money: $866"
2824,Loss,865,"Result: Loss, Money: $865"
2825,Loss,864,"Result: Loss, Money: $864"
2826,Loss,863,"Result: Loss, Money: $863"
2827,Loss,862,"Result: Loss, Money: $862"
2828,Loss,861,"Result: Loss, Money: $861"
2829,Push,861,"Result: Push, Money: $861"
2830,Win,862,"Result: Win, Money: $862"
2831,Win,863,"Result: Win, Money: $863"
2832,Loss,862,"Result: Loss, Money: $862"
2833,Loss,861,"Result: Loss, Money: $861"
2834,Loss,860,"Result: Loss, Money: $860"
2835,Loss,859,"Result: Loss, Money: $859"
2836,Push,859,"Result: Push, Money: $859"
2837,Win,860,"Result: Win, Money: $860"
2838,Win,862,"Result: Win, Money: $862"
2839,Win,863,"Result: Win, Money: $863"
2840,Loss,862,"Result: Loss, Money: $862"
2841,Win,864,"Result: Win, Money: $864"
2842,Loss,863,"Result: Loss, Money: $863"
2843,Loss,862,"Result: Loss, Money: $862"
2844,Win,864,"Result: Win, Money: $864"
2845,Push,864,"Result: Push, Money: $864"
2846,Loss,862,"Result: Loss, Money: $862"
2847,Win,863,"Result: Win, Money: $863"
2848,Loss,862,"Result: Loss, Money: $862"
2849,Push,862,"Result: Push, Money: $862"
2850,Win,863,"Result: Win, Money: $863"
2851,Loss,862,"Result: Loss, Money: $862"
2852,Push,862,"Result: Push, Money: $862"
2853,Push,862,"Result: Push, Money: $862"
2854,Win,863,"Result: Win, Money: $863"
2855,Win,864,"Result: Win, Money: $864"
2856,Loss,863,"Result: Loss, Money: $863"
2857,Loss,862,"Result: Loss, Money: $862"
2858,Win,863,"Result: Win, Money: $863"
2859,Loss,862,"Result: Loss, Money: $862"
2860,Win,863,"Result: Win, Money: $863"
2861,Loss,862,"Result: Loss, Money: $862"
2862,Loss,861,"Result: Loss, Money: $861"
2863,Loss,860,"Result: Loss, Money: $860"
2864,Win,861,"Result: Win, Money: $861"
2865,Win,862,"Result: Win, Money: $862"
2866,Loss,861,"Result: Loss, Money: $861"
2867,Loss,860,"Result: Loss, Money: $860"
2868,Loss,859,"Result: Loss, Money: $859"
2869,Win,861,"Result: Win, Money: $861"
2870,Loss,860,"Result: Loss, Money: $860"
2871,Win,861,"Result: Win, Money: $861"
2872,Loss,860,"Result: Loss, Money: $860"
2873,Loss,859,"Result: Loss, Money: $859"
2874,Loss,858,"Result: Loss, Money: $858"
2875,Win,859,"Result: Win, Money: $859"
2876,Loss,858,"Result: Loss, Money: $858"
2877,Loss,857,"Result: Loss, Money: $857"
2878,Loss,856,"Result: Loss, Money: $856"
2879,Push,856,"Result: Push, Money: $856"
2880,Win,857,"Result: Win, Money: $857"
2881,Win,859,"Result: Win, Money: $859"
2882,Loss,858,"Result: Loss, Money: $858"
2883,Win,859,"Result: Win, Money: $859"
2884,Win,860,"Result: Win, Money: $860"
